id,year,majortopic,subtopic,description,filter_eu,var2,var3,var4,var5_1,var5_2,var5_3,var5_4,var5_5,var5_6,var5_7,var5_8,var5_9,var5_10,var5_11,var5_12,var5_13,var5_14,var5_15,var5_16,var5_17,var5_21,var6,var7,var8_1,var8_2,var8_3,var8_4,var8_5,var8_6,var8_7,var8_8,var8_9,var8_10,var8_11,var8_12,var8_13,var8_14,var8_15,var8_16,var9,var10,var15,var16,var17,var18,var19,var20,calendar_year,var14
354,1973,20,2002,Forslag til folketingsbeslutning om en forvaltningslov.,0,1,18,1,99,99,99,99,99,0,99,99,99,99,1,99,99,99,0,99,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,23,2,9,10,,,2002,2002,1973,10/9/1973
341,1973,20,2011,Forlketingsbeslutning om folketingets samtykke i henhold til Grundlovens �57.,0,1,11,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,6,1,1,1,1,99,99,1,99,99,99,99,1,99,99,99,1,99,0,2,11,10,,,2011,2011,1973,10/11/1973
355,1973,1,110,Forslag til folketingsbslutning om foranstaltninger mod inflation.,0,1,19,1,0,0,0,99,99,0,99,99,99,99,1,99,99,99,0,99,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,2,12,10,,,110,110,1973,10/12/1973
349,1973,10,1003,Forslag til folketingsbeslutning om Danmarks ratifikation af overenskomst af 8. juni 1973 mellem Danmark og Sverige om lufttrafiktjeneste m.m i anledning af en dansk lufthavn p� Saltholm.,0,1,13,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,18,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,1,30,10,,,1003,1003,1973,10/30/1973
351,1973,5,504,Forslag til folketingsbeslutning om arbejdspladsdemokrati.,0,1,15,1,0,0,0,99,99,1,99,99,99,99,0,99,99,99,0,99,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,2,30,10,,,504,504,1973,10/30/1973
348,1973,10,1002,Forslag til folketingsbeslutning om Danmarks ratifikaion af overenskomst af 8. juni 1973 mellem Danmark og Sverige om faste forbindelser over �resund.,0,1,12,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,18,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,1,30,10,,,1002,1002,1973,10/30/1973
350,1973,5,504,Forslag til folketingsbeslutning om l�nmodtagernes andel i merv�rdien og etablering af l�nmodtagerfond.,0,1,14,1,0,0,0,99,99,1,99,99,99,99,0,99,99,99,0,99,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,2,30,10,,,504,504,1973,10/30/1973
352,1973,1,104,Forslag til folketingsbelutning om samfundsstyring af kapitalmarkedet.,0,1,16,1,0,0,0,99,99,1,99,99,99,99,0,99,99,99,0,99,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,2,30,10,,,104,104,1973,10/30/1973
345,1973,20,2002,Forslag til folketingsbeslutning ang�ende folketingets ombudsmands beretning for �ret 1972.,0,1,11,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,2,1,11,,,2002,2002,1973,11/1/1973
343,1973,19,1926,Folketingsbeslutning om beretninger ang�ende Nordisk R�ds 19. og 20. session 1971 og 1972 samt f�rste samling af 21. session 1973.,0,1,12,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,99,1,1,1,1,99,99,1,99,99,99,99,1,99,99,99,1,99,29,2,2,11,,,1926,1926,1973,11/2/1973
353,1973,14,1406,Forslag til folketingsbeslutning om  indf�relse af andelslejligheder i almennyttigt byggeri.,0,1,17,1,0,0,0,99,99,0,99,99,99,99,1,99,99,99,0,99,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,2,8,11,,,1406,1406,1973,11/8/1973
399,1973,8,803,Forslag til folketingsbeslutning om et statsligt olieselskab.,0,2,230,1,0,0,0,0,0,1,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,13,2,18,12,,,803,803,1973,12/18/1973
362,1973,20,2012,Folketingsbeslutning ang�ende indstilling fra det forel�beige udvalg til pr�velse af valgene.,0,2,26,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,99,1,1,1,1,1,1,1,1,99,99,1,1,99,99,1,1,1,40,2,18,12,,,2012,2012,1973,12/18/1973
397,1973,8,800,Forslag til folketingsbeslutning om l�sning af energiproblemet.,0,2,229,1,0,0,0,0,0,0,1,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,13,2,18,12,,,800,800,1973,12/18/1973
388,1973,5,504,Forslag til folketingsbeslutning om tilbagef�ring af arbejdsformidlingen til fagbev�gelse.,0,2,220,1,0,0,0,0,0,0,1,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,25,2,8,1,,,504,504,1974,1/8/1974
392,1973,14,1400,Forslag til folketingsbeslutning om oph�velse af bygge- og anl�gsstoppet.,0,2,224,1,0,0,0,0,0,0,1,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,32,2,11,1,,,1400,1400,1974,1/11/1974
409,1973,10,1000,Forslag til folketingsbeslutning om nyvurdering af lufthavnen p� Saltholm og broen over saltholm.,0,2,240,1,0,1,0,0,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,74,2,18,1,,,1000,1000,1974,1/18/1974
393,1973,14,1400,"Forslag til folketingsbeslutning om stop for alle huslejeforh�jelser, forbud mod opsigesle af lejere og forbud mod opdeling af ejendomme i ejerlejligheder.",0,2,225,1,0,0,0,0,0,0,1,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,13,2,23,1,,,1400,1400,1974,1/23/1974
365,1973,20,2002,Folketingsbeslutning ang�ende folketingets ombudsmands beretning for �ret 1972.,0,2,29,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,99,1,1,1,1,1,1,1,1,99,99,1,1,99,99,2,1,1,11,2,24,1,,,2002,2002,1974,1/24/1974
366,1973,20,2002,Valg af folketingets ombudsmand.,0,2,210,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,99,1,1,1,1,1,1,1,1,99,99,1,1,99,99,2,1,1,1,2,24,1,,,2002,2002,1974,1/24/1974
375,1973,1,107,Forslag til folketingsbeslutning om indf�relse af enhedsskat.,0,2,27,1,0,0,0,0,0,1,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,15,2,30,1,,,107,107,1974,1/30/1974
372,1973,10,1003,Forslag til folketingsbeslutning om danmarks ratifikation  af overenskomst af 8. juni 1973 mellem Danmark og Sverige om lufttrafiktjeneste mm i anledning af anl�g af en dansk lufthavn p� Salthold.,0,2,24,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,18,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,17,1,30,1,,,1003,1003,1974,1/30/1974
379,1973,1,107,Forslag til folketingsbeslutning om oph�velse af sambeskatning.,0,2,211,1,0,0,0,0,0,0,0,99,99,0,0,99,99,0,0,1,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,2,30,1,,,107,107,1974,1/30/1974
382,1973,1,107,Forslag til folketingsbeslutning om afskaffelse af afskrivningsfordele for deltagere i kommanditselskaber.,0,2,214,1,0,0,0,0,0,1,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,11,2,30,1,,,107,107,1974,1/30/1974
370,1973,10,1002,Forslag til folketingsbeslutning om Danmarks ratifikation af overenskomst af 16. oktober 1973 mellem Danmark og Sverige om sp�rgsm�l vedr�rende told og merv�rdiafgift i forbindelse med bygning og drift af faste forbindelser over �resund.,0,2,22,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,3,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,1,30,1,,,1002,1002,1974,1/30/1974
383,1973,14,1401,Forslag til folketingsbeslutning om en reform af ejerbolgernes skattem�ssige fordele.,0,2,215,1,0,0,0,0,0,1,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,17,2,30,1,,,1411,1411,1974,1/30/1974
371,1973,10,1002,Forslag til folketingsbeslutning om Danmarks ratifikation af overenskomst af 8. juni 1973 mellem Danmark og Sverige om faste forbindelser over Storeb�lt.,0,2,23,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,18,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,17,1,30,1,,,1002,1002,1974,1/30/1974
390,1973,5,501,Forslag til folketingsbeslutning om �ndring af arbejderbeskyttelsesloven.,0,2,222,1,0,0,0,0,0,1,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,21,2,31,1,,,501,501,1974,1/31/1974
380,1973,1,107,Forslag til folketingsbeslutning om opgivelse af alle bruttoindkomster til ligningsmyndighederne.,0,2,212,1,0,0,0,0,0,1,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,25,2,1,2,,,107,107,1974,2/1/1974
358,1973,4,408,Folketingsbeslutning om Danamrks ratifikation af konventionen om fiskeri og bevaring af de levende rigdomskilder i �sters�en og B�lterne.,0,2,22,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,6,1,1,1,1,1,1,1,1,99,99,1,1,99,99,1,1,1,9,1,1,2,,,408,408,1974,2/1/1974
368,1973,3,300,Folketingsbeslutning om �ndring af prioriteringen inden for sundshedssektoren.,0,2,212,1,0,1,0,0,0,0,0,99,99,0,0,99,99,0,0,0,,,99,1,1,1,1,1,1,1,1,99,99,1,1,99,99,1,1,1,48,2,5,2,,,300,300,1974,2/5/1974
394,1973,14,1406,Forslag til folketingsbeslutning om indf�relse af ejerlejligheder mv. i det almennyttige byggeri.,0,2,226,1,0,0,1,0,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,40,2,6,2,,,1406,1406,1974,2/6/1974
360,1973,17,1708,Folketingsbeslutning om Danmarks ratifikation af konvention om det europ�iske meterologiske regnecenter.,0,2,24,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,8,1,1,1,1,1,1,1,1,99,99,1,1,99,99,1,1,1,8,1,7,2,,,1708,1708,1974,2/7/1974
411,1973,10,1000,Forslag til folketingsbeslutning om at neds�tte priserne p� abonnemenstskort til DSB.,0,2,242,1,0,0,0,0,0,1,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,2,7,2,,,1000,1000,1974,2/7/1974
395,1973,8,807,Forslag til folketingsbeslutning om etablering af en statslig l�neordning vedr. varmeisolering.,0,2,227,1,0,0,0,0,0,1,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,2,7,2,,,807,807,1974,2/7/1974
400,1973,15,1521,Forslag til folketingsbeslutning om forbedring af vilk�rerne for at drive mindre erhvervsvirksomhed.,0,2,231,1,0,0,1,0,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,11,2,8,2,,,1521,1521,1974,2/8/1974
364,1973,20,2011,Folketingsbeslutning om folketingets samtykke i henhold til grundlovens � 57.,0,2,28,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,6,1,1,1,1,1,1,1,1,99,99,1,1,99,99,1,1,1,1,2,8,2,,,2011,2011,1974,2/8/1974
378,1973,1,107,Forslag til folketingsbeslutning om v�rdisikret (indeksreguleret) opsparing og finansiering.,0,2,210,1,0,1,0,0,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,29,2,8,2,,,107,107,1974,2/8/1974
404,1973,20,2001,Forslag til folketingsbeslutning om �ndring af K�benhavns kommunes forfatning.,0,2,235,1,0,0,0,1,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,16,2,12,2,,,2016,2016,1974,2/12/1974
396,1973,14,1400,Forslag til folketingsbeslutning om tilvejebringelse af legepladser og friarealer i forbindelse med boligbebyggelser.,0,2,228,1,0,0,0,0,0,0,1,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,16,2,13,2,,,1400,1400,1974,2/13/1974
406,1973,3,342,Forslag til folketingsbeslutning om at bringe rigsadvokatens cirkul�rer nr. 144 af 15. juli 1969 i overensstemmelse med g�ldende ret.,0,2,237,1,0,0,0,0,0,0,0,99,99,1,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,31,2,14,2,,,342,343,1974,2/14/1974
384,1973,14,1401,Forslag til folketignsbeslutning om afgivelse af bet�nkning over forslag til lov om oph�velse af lov om s�rlig afgift ved overdragelse af fast ejendom.,0,2,216,1,0,1,0,0,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,41,2,26,2,,,1411,1411,1974,2/26/1974
385,1973,5,501,Forslag til folketingsbeslutning om gennemf�resle af en arbejdsmilj�reform..,0,2,217,1,1,0,0,0,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,22,2,26,2,,,501,501,1974,2/26/1974
412,1973,6,601,Forslag til folketingsbeslutning om fuld anvendelse af midlerne i statens uddannelsesst�tte.,0,2,243,1,0,0,0,0,0,0,1,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,40,2,1,3,,,601,601,1974,3/1/1974
381,1973,13,1303,Forslag til folketingsbeslutning om afskaffelse af skat p� folkepension.,0,2,213,1,0,0,0,0,0,0,0,99,99,1,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,22,2,7,3,,,1303,1303,1974,3/7/1974
417,1973,5,503,Forslag til folketingsbeslutning om �ndring af lov om dagpenge ved sygdom eller f�dsel.,0,2,248,1,0,0,0,0,0,0,1,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,13,2,8,3,,,507,507,1974,3/8/1974
414,1973,6,601,Forslag til folketingsbeslutning om neds�ttelse af en kommission i henhold til grundlovens � 51 (de h�jere uddannelser).,0,2,245,1,0,0,1,0,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,24,2,12,3,,,601,601,1974,3/12/1974
403,1973,20,2001,Forslag til folketingsbeslutning om �ndring af lov om kommunernes styrelse.,0,2,234,1,0,0,0,1,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,2,12,3,,,2016,2016,1974,3/12/1974
418,1973,5,501,Forslag til folketingsbeslutning om revision af lovgivningen om foriskring mod f�lger af ulykkestilf�lde.,0,2,249,1,1,0,0,0,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,14,2,12,3,,,501,501,1974,3/12/1974
416,1973,6,602,Forslag til folketingsbeslutning omoph�velse af den obligatoriske seksualundervisning i folkeskolen.,0,2,247,1,0,0,0,0,0,0,0,99,99,1,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,33,2,14,3,,,602,602,1974,3/14/1974
386,1973,5,504,Forslag til folketingsbeslutning om gennemf�resle af en ensartet lovgivening omfattende ans�ttelsesforhold for alle l�nmodtagergrupper.,0,2,218,1,0,0,0,0,0,0,0,99,99,0,0,99,99,1,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,23,2,15,3,,,504,504,1974,3/15/1974
405,1973,12,1210,Forslag til folketingsbeslutning om et nyt straffesystem bygget p� vederlags- og erstatningsprincippet.,0,2,236,1,0,0,0,0,0,0,0,99,99,0,0,99,99,1,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,21,2,15,3,,,1210,1210,1974,3/15/1974
402,1973,20,2001,Forslag til folketingsbeslutning om neds�ttelse af en kommission til at gennemg� den kommunale styrelseslov.,0,2,233,1,1,0,0,0,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,17,2,19,3,,,2016,2016,1974,3/19/1974
374,1973,1,107,Forslag til folketings beslutning om neds�ttelse af en kommission i henhold til grundlovens � 51 (indkomstbeskatningen).,0,2,26,1,0,0,0,0,0,0,0,99,99,0,0,99,99,1,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,2,19,3,,,107,107,1974,3/19/1974
377,1973,1,107,Forslag til folketingsbeslutning om at personfradrag og skalagr�nser i statsskatten reguleres i takt med l�nudviklingen.,0,2,29,1,0,1,0,0,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,11,2,22,3,,,107,107,1974,3/22/1974
376,1973,1,107,Forslag til forlketingsbeslutning om at nedbringe personbeskatningen og fremme den private opsparing.,0,2,28,1,99,99,99,1,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,15,2,2,4,,,107,107,1974,4/2/1974
410,1973,10,1002,Forslag til forlketingsbeslutning om nyvurdering af projekteringen mv af en nord-sydg�ende motorvej i jylland med forskellige tilsluttende vejforbindelser.,0,2,241,1,0,0,0,0,0,0,0,99,99,1,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,20,2,5,4,,,1002,1002,1974,4/5/1974
357,1973,19,1902,"Folketingsbeslutnig om Danmarks ratifikation af milj�beskyttelseskonventionen  mellem Danmark, Finland, Norge og Sverige med protokol.",0,2,21,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,3,1,1,1,1,1,1,1,1,99,99,1,1,99,99,1,1,1,6,1,23,4,,,1902,1902,1974,4/23/1974
373,1973,19,1921,Forslag til folketingsbeslutning om handelssamkvem med Namibia.,0,2,25,1,0,0,0,0,0,1,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,19,2,24,4,,,1912,1912,1974,4/24/1974
401,1973,18,1806,Forslag til folketingsbeslutning om neds�ttelse af en kommission i henhold til grundlovens � 51 vedr. betalingsbalanceproblemet.,0,2,232,1,0,0,0,0,0,0,0,99,99,0,0,99,99,1,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,2,25,4,,,1806,1806,1974,4/25/1974
359,1973,19,1902,Folketingsbeslutning om Danmarks ratifikation af den i K�benhavn den 5. april 1974 undertegnede overenskomst mellem Danmark og Sverige om beslyttelse af �resund mod forurening.,0,2,23,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,9,1,1,1,1,1,1,1,1,99,99,1,1,99,99,1,1,1,6,1,26,4,,,1902,1902,1974,4/26/1974
369,1973,20,2011,Forslag til folketingsbeslutning om gennemgang af folketingets arbejdsformer.,0,2,21,1,0,1,0,0,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,25,2,2,5,,,2011,2011,1974,5/2/1974
361,1973,20,2011,Folketingsbeslutning om �ndring af forretningsorden for folketinget.,0,2,25,1,0,0,0,0,0,0,0,99,99,0,1,99,99,0,0,0,,,99,1,1,1,1,1,1,1,1,99,99,1,1,99,99,1,1,1,2,2,8,5,,,2011,2011,1974,5/8/1974
415,1973,6,601,Forslag til folketingsbeslutning om �ndring af loven om styrelse af h�jere uddannelssesinstitutioner.,0,2,246,1,0,0,0,1,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,22,2,9,5,,,601,601,1974,5/9/1974
389,1973,5,504,Forslag til folketingsbeslutning om udvalget vedr. lov om m�gling i arbejdsstridigheder.,0,2,221,1,0,0,0,0,0,1,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,2,15,5,,,504,504,1974,5/15/1974
363,1973,20,2011,Folketingsneslutning om folketingets samtykke i henhold til Grundlovens � 57.,0,2,27,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,6,1,1,1,1,1,1,1,1,99,99,1,1,99,99,1,1,1,46,2,21,5,,,2011,2011,1974,5/21/1974
413,1973,6,601,Forslag til folketingsbeslutning om �ndring af reglerne for tildeling af statens uddannelsesst�tte.,0,2,244,1,0,0,0,0,0,1,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,2,21,5,,,601,601,1974,5/21/1974
367,1973,1,105,Folketingsbeslutning i henhold til grundlovens � 47 med hensyn til statsregnskabet for finans�ret 1971-2.,0,2,211,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,99,1,1,1,1,1,1,1,1,99,99,1,1,99,99,1,1,1,2,2,29,5,,,105,105,1974,5/29/1974
407,1973,21,2101,Forslag til folketingsbeslutning om bevarelse af cirkusbygningen i K�benhavn.,0,2,238,1,0,0,0,1,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,2,29,5,,,2101,2101,1974,5/29/1974
408,1973,2,299,Forslag til folketingsbeslutning om gennemf�relse af en  jordreform.,0,2,239,1,0,0,0,0,1,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,2,6,6,,,211,211,1974,6/6/1974
391,1973,14,1406,Forslag til folketingsbeslutning om �ndringer i boligsikrigsloven.,0,2,223,1,0,0,0,0,0,0,1,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,2,12,9,,,1406,1406,1974,9/12/1974
387,1973,5,503,Forslag til folketingsbeslutning om �ndring af lov om arbejdsformidling og arbejdsl�shedsforsikring.,0,2,219,1,0,0,0,0,0,1,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,25,2,,,,,507,507,,
467,1974,10,1002,Forslag til folketingsbeslutning om Danmarks raifikation af overenskomst af 8. juni 1973 mellem Danmark og Sverige om faste forbindelser over �resund.,0,3,32,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,18,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,25,1,10,10,,,1002,1002,1974,10/10/1974
462,1974,10,1002,Forslag til folketingsbeslutning om Danmarks ratifikation af overenskomst af 16. oktober mellem Danmark og Sverige om sp�rgsm�l vedr. Told og merv�rdiafgift i forbindelse med bygning og drift af faste forbindelser over �resund.,0,3,31,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,3,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,10,10,,,1002,1002,1974,10/10/1974
466,1974,10,1003,Forslag til folktingsbeslutning om Danmarks ratifikation af overenskomst af 8. juni mellem Danmark og Sverige om lufttrafiktjeneste mm. i anledning af anl�g af en dansk lufthavn p� Saltholm.,0,3,33,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,18,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,25,1,10,10,,,1003,1003,1974,10/10/1974
486,1974,3,342,Forslag til folketingsbeslutning om at bringe rigsadvokatens cirkul�re nr. 144 af 15. juli 1969 i overensstemmelse med g�ldende ret.,0,3,322,1,0,0,0,0,0,0,0,99,99,1,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,15,2,11,10,,,342,343,1974,10/11/1974
496,1974,20,2000,Forslag til folketingsbeslutning om nedsat dyrtidsregulering for offentligt ansatte og folkevalgte.,0,3,332,1,0,0,0,0,0,0,0,99,99,0,0,99,99,1,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,31,2,16,10,,,2000,2000,1974,10/16/1974
473,1974,5,503,Forslag til folketingsbeslutning om arbejdsformidling og arbejdsl�shedsforsikring.,0,3,39,1,0,0,0,0,0,0,1,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,17,2,17,10,,,507,507,1974,10/17/1974
485,1974,12,1201,Forslag til folketingsbeslutning om �get politipatruljering.,0,3,321,1,0,0,0,1,0,0,0,99,99,1,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,26,2,30,10,,,1201,1201,1974,10/30/1974
498,1974,20,2011,Forslag til folketingsbeslutning om afskaffelse af folketingsmedlemmers adgang til at oppeb�re afl�nning som tjenestem�nd mv. samtidig med folketingsvederlag.,0,3,334,1,0,0,0,0,0,0,0,99,99,0,0,99,99,1,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,2,30,10,,,2011,2011,1974,10/30/1974
471,1974,1,107,Forslag til folketingsbeslutning om oph�velse af merv�rdiafgiften p� f�devarer og medicinalprodukter.,0,3,37,1,0,0,0,0,0,0,1,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,2,1,11,,,107,107,1974,11/1/1974
497,1974,20,2004,Forslag til folketingsbeslutning om de offentligt ansattes l�nforhold.,0,3,333,1,0,0,0,1,0,0,0,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,2,13,11,,,2004,2004,1974,11/13/1974
479,1974,15,1505,Forslag til folketingsbeslutning om ekspropriation og efterf�lgende statsdrift af forsikringsvriksomhed.,0,3,315,1,0,0,0,0,0,0,1,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,2,13,11,,,1505,1505,1974,11/13/1974
495,1974,1,100,Forslag til folketingsbeslutning om neds�ttelse af en kommission i henhold til grundlovens � 51 vedr. den �konomiske og besk�ftigelsesm�ssige situation.,0,3,331,1,0,0,0,0,0,0,0,99,99,0,0,99,99,1,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,2,13,11,,,100,100,1974,11/13/1974
484,1974,3,321,Forslag til folketingsbeslutning om ekspropriation af l�gemiddelindustrien.,0,3,320,1,0,0,0,0,0,0,1,99,99,0,0,99,99,0,0,0,,,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,2,13,11,,,321,321,1974,11/13/1974
